idnumber,City_ Location,day,Sex,Age,Time,Day_of_week,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Lanes_or_Medians,Road_allignment,Road_surface_type,Vehicle_movement,Label,results
28te0j0d,Bangalore,22-05-20,M,50,15:36:00,Monday,Junior high school,Employee,2-5yr,Automobile,Owner,Below 1yr,Undivided Two way,Tangent road with mild grade and flat terrain,Asphalt roads,U-Turn,0,0
gp2de1iu,Noida,23-05-20,F,64,13:46:00,Tuesday,Junior high school,Employee,Above 10yr,Other,Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
9jjpc1a2,New Delhi,24-05-20,F,55,13:46:00,Tuesday,Junior high school,Employee,2-5yr,Taxi,Governmental,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
dghhp7xh,Bangalore,25-05-20,M,63,5:54:00,Wednesday,Elementary school,Employee,5-10yr,Automobile,Owner,2-5yrs,Double carriageway (median),Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,0,0
35u01je6,Gurgaon,26-05-20,M,59,5:54:00,Wednesday,,,,Stationwagen,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
tvw0w4nu,Chennai,27-05-20,M,56,11:00:00,Friday,Elementary school,Employee,1-2yr,Automobile,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
j9qucb0k,Mumbai,28-05-20,F,62,11:00:00,Friday,Elementary school,Employee,5-10yr,Public (12 seats),Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
buorfl96,Gurgaon,29-05-20,M,74,11:30:00,Tuesday,Elementary school,Employee,5-10yr,,Organization,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Stopping,1,1
k2jzf4hv,Bangalore,30-05-20,M,54,11:30:00,Tuesday,Junior high school,Employee,1-2yr,Automobile,Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Turnover,1,1
b49lvynx,Mumbai,31-05-20,M,57,10:40:00,Tuesday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Governmental,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Getting off,1,1
bicg5ozr,New Delhi,01-06-20,F,62,10:40:00,Tuesday,Junior high school,Employee,5-10yr,,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
5gh2w739,New Delhi,02-06-20,M,76,12:54:00,Saturday,Junior high school,Employee,2-5yr,Public (> 45 seats),Owner,,Unknown,Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
4whzcmqv,Bangalore,03-06-20,M,54,10:43:00,Thursday,Junior high school,Employee,1-2yr,,Owner,1-2yr,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
yb446bap,Bangalore,04-06-20,M,70,2:00:00,Thursday,Junior high school,Employee,5-10yr,Public (12 seats),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Turnover,1,1
59cn85v4,New Delhi,05-06-20,M,61,18:23:00,Friday,Junior high school,Employee,Below 1yr,Public (12 seats),Organization,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
m8sw3n14,Hyderabad,06-06-20,M,48,7:40:00,Friday,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,One way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
w46tr3ps,Kolkata,07-06-20,M,48,7:40:00,Friday,Junior high school,Owner,5-10yr,,Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,U-Turn,1,1
fkjx9qa1,Mumbai,08-06-20,M,61,15:59:00,Monday,,Owner,5-10yr,Automobile,Organization,5-10yrs,Undivided Two way,Tangent road with mountainous terrain and,Asphalt roads,Going straight,0,0
rmd2du1j,Surat,09-06-20,F,66,15:59:00,Monday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
r2os06po,New Delhi,10-06-20,M,68,17:35:00,Thursday,High school,Employee,2-5yr,Public (12 seats),Owner,2-5yrs,Two-way (divided with broken lines road marking),Escarpments,Asphalt roads,U-Turn,0,0
6i7irxbf,Gurgaon,11-06-20,F,55,17:35:00,Thursday,Above high school,Employee,5-10yr,Lorry (11?40Q),Owner,1-2yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Stopping,0,0
o3cvhzr3,Gurgaon,12-06-20,M,62,19:00:00,Sunday,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Asphalt roads,Going straight,1,1
e9z0cdc5,Bangalore,13-06-20,F,71,19:00:00,Sunday,Junior high school,Employee,Below 1yr,Automobile,Owner,,Double carriageway (median),Steep grade downward with mountainous terrain,Asphalt roads,Moving Backward,1,1
3sgv0kia,Mumbai,14-06-20,M,74,19:00:00,Sunday,Elementary school,Employee,5-10yr,Automobile,Owner,1-2yr,Undivided Two way,Tangent road with mild grade and flat terrain,Asphalt roads,Getting off,1,1
di58oqe3,Mumbai,15-06-20,M,53,11:30:00,Thursday,Elementary school,Employee,2-5yr,Bajaj,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
swuf5k2u,New Delhi,16-06-20,M,58,11:30:00,Thursday,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
tt9tyul0,Bangalore,17-06-20,M,75,22:15:00,Wednesday,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,2-5yrs,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Turnover,1,1
m4nedej9,Gurgaon,18-06-20,M,56,22:15:00,Wednesday,Junior high school,Employee,2-5yr,,Owner,5-10yrs,Undivided Two way,Tangent road with mountainous terrain and,Asphalt roads,Moving Backward,1,1
3dms6e06,Pune,19-06-20,F,58,11:39:00,Tuesday,Junior high school,Employee,2-5yr,,,,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
4ofxjlq6,Bangalore,20-06-20,F,64,11:39:00,Tuesday,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Earth roads,Moving Backward,1,1
sfkfviki,Bangalore,21-06-20,M,54,16:58:00,Monday,High school,Employee,Below 1yr,Lorry (11?40Q),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
rux2u02f,New Delhi,22-06-20,M,54,16:58:00,Monday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,,0,0
bsg12mj3,New Delhi,23-06-20,M,59,9:35:00,Wednesday,High school,Employee,Above 10yr,Pick up upto 10Q,Owner,1-2yr,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
8ftt7swg,Mumbai,24-06-20,M,55,17:50:00,Friday,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,,1,1
rrovikqi,New Delhi,25-06-20,M,57,17:50:00,Friday,High school,Employee,5-10yr,Stationwagen,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
c9phjlcg,Gurgaon,26-06-20,M,61,17:50:00,Friday,Junior high school,Employee,Above 10yr,Other,Owner,,other,Tangent road with flat terrain,Asphalt roads,,1,1
6evdb6o7,Bangalore,27-06-20,F,41,4:56:00,Saturday,Junior high school,Employee,1-2yr,Other,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
sqr92gq8,Mumbai,28-06-20,M,71,8:00:00,Friday,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
dxnl32rf,Bangalore,29-06-20,M,38,8:00:00,Friday,Elementary school,Employee,2-5yr,,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
robdd4l1,Bangalore,30-06-20,F,55,16:07:00,Friday,Elementary school,Other,5-10yr,Automobile,Owner,2-5yrs,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
g8ad0ibl,Bangalore,01-07-20,M,56,16:07:00,Friday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
r6rj1eia,Bangalore,02-07-20,F,69,16:10:00,Friday,High school,Owner,5-10yr,Other,,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Other,1,1
eyinf0kg,Mumbai,03-07-20,M,64,16:10:00,Friday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Other,1,1
itsnpshb,Bangalore,04-07-20,M,72,16:10:00,Friday,Junior high school,Employee,Below 1yr,Automobile,Owner,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
6fhuon6k,Gurgaon,05-07-20,M,69,16:10:00,Friday,Junior high school,Other,Below 1yr,Pick up upto 10Q,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
v0vznri2,Mumbai,06-07-20,M,56,10:00:00,Wednesday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Governmental,Unknown,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Getting off,1,1
x9ubqnb5,Mumbai,07-07-20,M,62,21:17:00,Saturday,High school,Owner,5-10yr,Public (13?45 seats),Owner,2-5yrs,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
j5hggp99,Bangalore,08-07-20,M,67,21:17:00,Saturday,Elementary school,Owner,5-10yr,Long lorry,Owner,,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,0,0
yxx67xia,New Delhi,09-07-20,M,57,21:17:00,Saturday,Junior high school,Employee,2-5yr,Automobile,Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,1,1
nhs1lp2l,Bangalore,10-07-20,M,69,21:17:00,Saturday,Junior high school,Employee,2-5yr,Automobile,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
mgofcr1k,Pune,11-07-20,F,51,17:01:00,Friday,Above high school,Employee,5-10yr,Other,Owner,5-10yrs,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
vwl0ersk,Pune,12-07-20,M,48,1:56:00,Saturday,Junior high school,Owner,2-5yr,,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Getting off,0,0
7w3k1utk,Hyderabad,13-07-20,M,69,1:56:00,Saturday,,,,Long lorry,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
76ewwi1p,Bangalore,14-07-20,M,69,1:56:00,Saturday,Junior high school,Employee,2-5yr,Public (12 seats),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
3j905qih,Kolkata,15-07-20,M,64,19:20:00,Friday,Junior high school,Employee,5-10yr,Public (12 seats),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Other,0,0
2jofxh46,Mumbai,16-07-20,M,57,19:20:00,Friday,Junior high school,Employee,2-5yr,Other,Owner,,,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
kav8sc1f,Noida,17-07-20,M,53,19:20:00,Friday,Elementary school,Employee,1-2yr,Other,Governmental,2-5yrs,Two-way (divided with broken lines road marking),,Asphalt roads,Going straight,1,1
t4l4an3t,Bangalore,18-07-20,M,37,19:08:00,Monday,High school,Employee,,Other,Owner,Below 1yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
8t8323yl,Gurgaon,19-07-20,M,67,19:08:00,Monday,Junior high school,Owner,1-2yr,Public (12 seats),,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
94bpe1yy,Mumbai,20-07-20,M,74,19:08:00,Monday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,One way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
3a9dnvv4,Noida,21-07-20,M,63,19:08:00,Monday,Junior high school,Employee,1-2yr,Other,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Reversing,0,0
tbz3ygs7,Gurgaon,22-07-20,M,58,19:08:00,Monday,Elementary school,Employee,Above 10yr,Public (12 seats),Owner,Unknown,One way,Tangent road with flat terrain,Asphalt roads,Other,0,0
u8u0yp47,Bangalore,23-07-20,F,61,19:08:00,Monday,Junior high school,Employee,2-5yr,Other,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
v3k9ns4s,Mumbai,24-07-20,F,64,9:45:00,Monday,Junior high school,Employee,2-5yr,Lorry (11?40Q),Governmental,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
s17igpvq,Bangalore,25-07-20,M,58,16:27:00,Saturday,Junior high school,Employee,2-5yr,Other,Owner,,Unknown,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
xx094wsq,Bangalore,26-07-20,F,60,5:46:00,Sunday,Junior high school,Employee,2-5yr,Other,Owner,2-5yrs,,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
r4971nj1,Mumbai,27-07-20,F,57,13:44:00,Saturday,Elementary school,Employee,2-5yr,Other,Owner,Unknown,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
ed6v6t1s,Bangalore,28-07-20,M,55,21:11:00,Thursday,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,Above 10yr,,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
v6jyplcn,Bangalore,29-07-20,F,55,21:11:00,Thursday,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,One way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
rasan02f,Chennai,30-07-20,M,56,21:11:00,Thursday,Elementary school,Employee,2-5yr,Other,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
qkvbkjc6,Gurgaon,31-07-20,M,57,21:11:00,Thursday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
qkl8c9ou,New Delhi,01-08-20,M,61,22:48:00,Monday,Junior high school,Employee,Above 10yr,Public (13?45 seats),Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
grgyv505,Bangalore,02-08-20,M,61,22:48:00,Monday,High school,Employee,Above 10yr,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),,Asphalt roads,Moving Backward,1,1
v06c4rp4,Chennai,03-08-20,M,74,13:10:00,Thursday,Junior high school,Employee,5-10yr,Pick up upto 10Q,Governmental,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Turnover,0,0
ny6occlg,Mumbai,04-08-20,M,68,13:10:00,Thursday,Junior high school,Owner,2-5yr,Lorry (41?100Q),Governmental,,other,Tangent road with flat terrain,Asphalt roads,Other,1,1
7ojkduld,New Delhi,05-08-20,M,51,8:35:00,Monday,Elementary school,Employee,1-2yr,Public (12 seats),Owner,Unknown,other,Tangent road with flat terrain,Asphalt roads,Other,0,0
zixxpyhv,New Delhi,06-08-20,F,62,8:40:00,Thursday,Junior high school,Employee,2-5yr,Other,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
2vp35fwv,Bangalore,07-08-20,M,53,8:40:00,Thursday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
b0v178qy,Missourie,08-08-20,F,62,8:40:00,Thursday,,,,Pick up upto 10Q,Organization,Unknown,other,Tangent road with flat terrain,Asphalt roads,Other,0,0
h13wyqzl,Mumbai,09-08-20,M,46,18:00:00,Thursday,Elementary school,Owner,5-10yr,Other,Governmental,2-5yrs,other,Tangent road with flat terrain,Asphalt roads,Other,0,0
hymvk9lg,Bangalore,10-08-20,M,54,18:00:00,Thursday,High school,Other,Above 10yr,Lorry (41?100Q),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
id093e8i,Hyderabad,11-08-20,F,62,11:50:00,Wednesday,Junior high school,Employee,Above 10yr,Ridden horse,Owner,Above 10yr,other,Tangent road with flat terrain,Asphalt roads,Reversing,0,0
ysqq7irf,Bangalore,12-08-20,M,55,11:50:00,Wednesday,Junior high school,Employee,1-2yr,Automobile,,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Other,0,0
mel6hdwh,Bangalore,13-08-20,M,58,7:15:00,Tuesday,High school,Owner,,Automobile,Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Turnover,1,1
486uf8cu,Bangalore,14-08-20,M,62,15:59:00,Wednesday,Junior high school,Employee,2-5yr,Stationwagen,Owner,2-5yrs,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
vys68qd3,Pune,15-08-20,F,70,15:59:00,Wednesday,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
u292xyjs,Mumbai,16-08-20,F,67,15:59:00,Wednesday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
kztrv0yb,Gurgaon,17-08-20,M,57,15:59:00,Wednesday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
hl0flsm6,Bangalore,18-08-20,M,64,21:20:00,Wednesday,Elementary school,Employee,5-10yr,Long lorry,Owner,1-2yr,other,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,1,1
k0m42jp5,Gurgaon,19-08-20,F,74,21:20:00,Wednesday,Junior high school,Employee,5-10yr,Stationwagen,Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,0,0
wmpcvo7o,Bangalore,20-08-20,F,65,21:20:00,Wednesday,Above high school,Employee,1-2yr,Public (12 seats),Owner,Below 1yr,other,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,1,1
l4638wnc,New Delhi,21-08-20,M,56,23:35:00,Thursday,Elementary school,Employee,Above 10yr,Automobile,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
6laq4a9i,Mumbai,22-08-20,F,59,23:35:00,Thursday,Elementary school,Employee,5-10yr,Public (12 seats),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
xgwa5uoy,Noida,23-08-20,M,60,10:49:00,Monday,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Other,0,0
9spzwtg0,Bangalore,24-08-20,M,63,10:49:00,Monday,Elementary school,Employee,2-5yr,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
3mz2gege,Gurgaon,25-08-20,F,59,10:44:00,Tuesday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
b3663ihe,Bangalore,26-08-20,M,53,0:30:00,Sunday,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,,other,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
89l56xhl,New Delhi,27-08-20,M,44,0:30:00,Sunday,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
